"","site.ID","sites.sitename","network","alt.names","super.site","city","state","country","lat","lon","coordinates.precision","masl","geography.notes","mat","min.temp","max.temp","map","climate.notes","soil.texture","sand","silt","clay","soil.classification","soil.notes","hydrology.notes","site.notes","geographic.area","continent","biogeog","Koeppen","FAO.ecozone","site.ID.v1","measurement.refs","site.ref","ref.notes","lacks.info.from.ori.pub","loaded.from","loaded.by","potential_duplicate_group","potential_duplicate_group_parsed","confirmed.unique","potential_duplicate_group_manual","duplicate.notes","optional","WC_MAT","WC_MAP","WC_warmest","WC_coldest","climate.data.suspect"
"2344",2380,"Metiolus-O","NAC","NAC",NA,"NAC","Oregon","USA",44.42,-121.51,"NAC","NAC",NA,8.1,NA,NA,524,NA,"NAC","62","30","8","Alfic vitrixerand sandy loam","Alfic vitrixerand sandy loam","Soil Drainage:  Dry",NA,358,"North America","Nearctic","Csb","Temperate mountain system",NA,"Hibbard_2005_aaos; Irvine_2002_csri; Irvine_2008_ivis; Law_1999_saar; Law_2000_moga","Irvine_2002_csri",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",316,"1","NAC","266",NA,TRUE,7.04999971389771,615,16.5,-1,NA
"2345",2381,"Manaus","NAC","NAC",NA,"NAC","NAC","Brazil",-2.58,-50.1,"NAC","NAC",NA,26,NA,NA,2200,NA,"NAC","NAC","NAC","NAC","NAC",NA,"Soil Drainage:  Dry",NA,902,"South America","Neotropics","Af","Tropical rainforest",NA,"Malhi_1999_tcbo; Malhi_2009_caoc","Malhi_1999_tcbo",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",0,"0","NAC","0",NA,TRUE,26.3125,2543,27,25.7000007629395,NA
"2346",2382,"Harvard Forest-Prospect Hill","NAC","NAC","Harvard Forest","NAC","Massachusetts","USA",42.53,-72.18,"NAC","NAC",NA,6,NA,NA,1172,NA,"NAC","NAC","NAC","NAC","Typic Dystrochrept","Typic Dystrochrept","Soil Drainage:  Dry",NA,305,"North America","Nearctic","Dfb","Temperate mountain system",NA,"Borken_2006_eoed; Davidson_2006_vpoc; Finzi_2014_nppa; Gaudinski_2000_scci; Peterjohn_1994_rotg; Williams_2014_pdoc","Gaudinski_2000_scci",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",179,"1","supersite","168",NA,TRUE,7,1114,19.7999992370605,-6.69999980926514,NA
"2347",2383,"Maruia","NAC","NAC",NA,"NAC","NAC","New Zealand",-42.22,172.25,"NAC","400",NA,9.8,NA,NA,2000,NA,"NAC","NAC","NAC","NAC","Typic Haplorthod","Typic Haplorthod, Bulk density =  0.6 g cm-3.","Soil Drainage:  Dry",NA,692,"Oceania","Australasia","Cfb","Temperate oceanic forest",NA,"Tate_1993_csat","Tate_1993_csat",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",0,"0","NAC","0",NA,TRUE,9.17083358764648,2067,14.5,3.5,NA
"2348",2384,"Kiel Ecosystem Research Center","NAC","NAC",NA,"NAC","NAC","Germany",54.1,10.23,"NAC","NAC",NA,8.1,NA,NA,575,NA,"NAC","NAC","NAC","NAC","NAC",NA,"Soil Drainage:  Medium",NA,94,"Europe","Palearctic","Cfb","Temperate oceanic forest",NA,"Kutsch_2001_fmor","Kutsch_2001_fmor",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",0,"0","NAC","0",NA,TRUE,8.42500019073486,798,16.7000007629395,0.699999988079071,NA
"2349",2385,"Ouidah","NAC","NAC",NA,"NAC","NAC","Benin",6.38,2.13,"NAC","NAC",NA,27,NA,NA,950,NA,"NAC","NAC","NAC","NAC","Ferrasol","Ferrasol, Bulk density =  1.5 g cm-3.","Soil Drainage:  Dry",NA,903,"Africa","Afrotropics","Aw","Tropical rainforest",NA,"Lamade_1996_eoca","Lamade_1996_eoca",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",0,"0","NAC","0",NA,TRUE,27.25,1140,29,25.2999992370605,NA
"2350",2386,"SETRES","NAC","NAC",NA,"NAC","North Carolina","USA",34.63,-79.2,"NAC","NAC",NA,17,NA,NA,1210,NA,"NAC","NAC","NAC","NAC","Psammentic Hapludult","Psammentic Hapludult","Soil Drainage:  Dry",NA,408,"North America","Nearctic","Cfa","Subtropical humid forest",NA,"Maier_2000_scea; Maier_2004_rcua","Maier_2000_scea",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",0,"0","NAC","0",NA,TRUE,16.6041660308838,1201,26.6000003814697,5.90000009536743,NA
"2351",2387,"Vaatsa","NAC","NAC",NA,"NAC","NAC","Estonia",58.98,25.45,"NAC","78",NA,5,NA,NA,725,NA,"NAC","NAC","NAC","NAC","Organic","Organic","Soil Drainage:  Medium",NA,904,"Europe","Palearctic","Dfb","Temperate continental forest",NA,"Minkkinen_2007_hsri","Minkkinen_2007_hsri",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",0,"0","NAC","0",NA,TRUE,5.30833339691162,690,17.2999992370605,-5.5,NA
"2352",2388,"Vesijako","NAC","NAC",NA,"NAC","NAC","Finland",61.37,25.12,"NAC","115",NA,3.8,NA,NA,601,NA,"NAC","NAC","NAC","NAC","Organic","Organic","Soil Drainage:  Medium",NA,905,"Europe","Palearctic","Dfc","Boreal coniferous forest",NA,"Makiranta_2007_sgge; Minkkinen_2007_hsri","Minkkinen_2007_hsri",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",0,"0","NAC","0",NA,TRUE,3.63750004768372,631,16.2000007629395,-8,NA
"2353",2389,"Kivalo","NAC","NAC",NA,"NAC","NAC","Finland",66.35,26.62,"NAC","180",NA,1.4,NA,NA,538,NA,"NAC","NAC","NAC","NAC","Organic","Organic","Soil Drainage:  Medium",NA,906,"Europe","Palearctic","Dfc","Boreal coniferous forest",NA,"Minkkinen_2007_hsri","Minkkinen_2007_hsri",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",0,"0","NAC","0",NA,TRUE,0.375000149011612,562,14.6999998092651,-12.1999998092651,NA
"2354",2390,"BFG Plantation-C","NAC","NAC",NA,"NAC","NAC","Australia",-35.35,148.93,"NAC","630",NA,13,NA,NA,791,NA,"NAC","NAC","NAC","NAC","Typic albaqualf","Typic albaqualf","Soil Drainage:  Dry",NA,79,"Australia","Australasia","Cfb","Temperate mountain system",NA,"Ryan_1996_ffwa","Ryan_1996_ffwa",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",0,"0","NAC","0",NA,TRUE,12.7624998092651,888,19.8999996185303,5.30000019073486,NA
"2355",2391,"BOREAS SSA-OJP","NAC","NAC",NA,"NAC","Saskatchewan","Canada",53.92,-104.69,"NAC","NAC",NA,1.5,NA,NA,405,NA,"NAC","NAC","NAC","NAC","NAC",NA,"Soil Drainage:  Dry",NA,591,"North America","Nearctic","Dfc","Boreal coniferous forest",NA,"Bond-Lamberty_2004_corr; Ryan_1997_acco","Ryan_1997_acco",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",362,"1","NAC","310",NA,TRUE,-0.366666734218597,471,16.7000007629395,-20.5,NA
"2356",2392,"BOREAS SSA-OA","NAC","NAC",NA,"NAC","Saskatchewan","Canada",53.63,-106.2,"NAC","NAC",NA,1.5,NA,NA,405,NA,"NAC","NAC","NAC","NAC","NAC",NA,"Soil Drainage:  Dry",NA,592,"North America","Nearctic","Dfc","Boreal coniferous forest",NA,"Bond-Lamberty_2004_corr; Gaumont-Guay_2006_iota; Gaumont-Guay_2006_itdo; Russell_1998_cdef; Ryan_1997_acco","Ryan_1997_acco",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",0,"0","NAC","0",NA,TRUE,0.599999904632568,470,16.3999996185303,-17.7000007629395,NA
"2357",2393,"University of Michigan Biological Station","NAC","NAC","University of Michigan Biological Station (UMBS)","NAC","Michigan","USA",45.59,-84.72,"NAC","NAC",NA,5.5,NA,NA,817,NA,"NAC","92.13043478","6.739130435","1","Entic Hyplothods (Rubicon series)","Entic Hyplothods (Rubicon series)","Soil Drainage:  Dry",NA,352,"North America","Nearctic","Dfb","Temperate continental forest",NA,"Curtis_2002_baeb; Curtis_2005_rcla; Gough_2007_mcob; Gough_2007_tloh; Gough_2008_mcob; Hibbard_2005_aaos; Pregitzer_2000_ieoa","Gough_2007_tloh",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",422,"1","NAC","366",NA,TRUE,6.12083339691162,800,19.5,-8.10000038146973,NA
"2358",2394,"Groundhog River Flux Station","NAC","NAC",NA,"NAC","Ontario","Canada",48.22,-82.16,"NAC","NAC",NA,1.5,NA,NA,814,NA,"NAC","NAC","NAC","NAC","Silty sand","Silty sand","Soil Drainage:  Dry",NA,290,"North America","Nearctic","Dfb","Temperate continental forest",NA,"Khomik_2006_tasv","Khomik_2006_tasv",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",172,"1","NAC","162",NA,TRUE,1.32499992847443,738,16.7999992370605,-17,NA
"2359",2395,"Roccarespampani","FluxNet",NA,NA,"NAC","Viterbo","Italy",42.4,11.92,"NAC","140",NA,14,NA,NA,755,NA,"NAC","52","12","35","Volcanic luvisol","Volcanic luvisol, Bulk density =  1.22 g cm-3.","Soil Drainage:  Dry",NA,585,"Europe","Palearctic","Csa","Subtropical dry forest",NA,"Rey_2002_avis","Rey_2002_avis",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",373,"1","NAC","320","everything in this group appears to be a duplicate, although there may be separate sampling plots for some variables",TRUE,14.5541667938232,383,24,6.59999990463257,NA
"2360",2396,"Kyushu Forest Research and Instruction Station","NAC","NAC",NA,"NAC","NAC","Japan",32.82,130.73,"NAC","NAC",NA,16.2,NA,NA,1970,NA,"NAC","NAC","NAC","NAC","Humid andosol (Kuroboku)","Humid andosol (Kuroboku)","Soil Drainage:  Dry",NA,392,"Asia","Palearctic","Cfa","Subtropical humid forest",NA,"Ohashi_2000_corr","Ohashi_2000_corr",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",0,"0","NAC","0",NA,TRUE,16.591667175293,1978,27.8999996185303,5.40000009536743,NA
"2361",2397,"Delta Junction-BHC","NAC","NAC",NA,"NAC","Alaska","USA",63.34,-142.99,"NAC","120",NA,-2.3,NA,NA,234,NA,"NAC","NAC","NAC","NAC","Cryaquept","Cryaquept","Soil Drainage:  Dry",NA,907,"North America","Nearctic","Dfc","Boreal tundra woodland",NA,"O'Neill_2006_scis","O'Neill_2006_scis",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",0,"0","NAC","0",NA,TRUE,-3.87916660308838,266,14.8999996185303,-24.6000003814697,NA
"2362",2398,"Delta Junction-B90","NAC","NAC",NA,"NAC","Alaska","USA",63.34,-142.99,"NAC","120",NA,-2.3,NA,NA,234,NA,"NAC","NAC","NAC","NAC","Typic Chryochrept","Typic Chryochrept","Soil Drainage:  Dry",NA,907,"North America","Nearctic","Dfc","Boreal tundra woodland",NA,"O'Neill_2006_scis","O'Neill_2006_scis",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",0,"0","NAC","0",NA,TRUE,-3.87916660308838,266,14.8999996185303,-24.6000003814697,NA
"2363",2399,"Delta Junction-B87","NAC","NAC",NA,"NAC","Alaska","USA",63.34,-142.99,"NAC","120",NA,-2.3,NA,NA,234,NA,"NAC","NAC","NAC","NAC","Typic Chryochrept","Typic Chryochrept","Soil Drainage:  Dry",NA,907,"North America","Nearctic","Dfc","Boreal tundra woodland",NA,"O'Neill_2006_scis","O'Neill_2006_scis",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",0,"0","NAC","0",NA,TRUE,-3.87916660308838,266,14.8999996185303,-24.6000003814697,NA
"2364",2400,"Delta Junction-B56","NAC","NAC",NA,"NAC","Alaska","USA",63.34,-142.99,"NAC","120",NA,-2.3,NA,NA,234,NA,"NAC","NAC","NAC","NAC","NAC",NA,"Soil Drainage:  Dry",NA,907,"North America","Nearctic","Dfc","Boreal tundra woodland",NA,"O'Neill_2006_scis","O'Neill_2006_scis",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",0,"0","NAC","0",NA,TRUE,-3.87916660308838,266,14.8999996185303,-24.6000003814697,NA
"2365",2401,"Delta Junction-UB80","NAC","NAC",NA,"NAC","Alaska","USA",63.34,-142.99,"NAC","120",NA,-2.3,NA,NA,234,NA,"NAC","NAC","NAC","NAC","Cryaquept/cryaquent","Cryaquept/cryaquent","Soil Drainage:  Dry",NA,907,"North America","Nearctic","Dfc","Boreal tundra woodland",NA,"O'Neill_2006_scis","O'Neill_2006_scis",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",0,"0","NAC","0",NA,TRUE,-3.87916660308838,266,14.8999996185303,-24.6000003814697,NA
"2366",2402,"Delta Junction-UB140","NAC","NAC",NA,"NAC","Alaska","USA",63.34,-142.99,"NAC","120",NA,-2.3,NA,NA,234,NA,"NAC","NAC","NAC","NAC","Cryaquept/cryaquent","Cryaquept/cryaquent","Soil Drainage:  Dry",NA,907,"North America","Nearctic","Dfc","Boreal tundra woodland",NA,"O'Neill_2006_scis","O'Neill_2006_scis",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",0,"0","NAC","0",NA,TRUE,-3.87916660308838,266,14.8999996185303,-24.6000003814697,NA
"2367",2403,"Ogeechee-EFP","NAC","NAC",NA,"NAC","Georgia","USA",32.13,-81.42,"NAC","NAC",NA,19,NA,NA,1258,NA,"NAC","NAC","NAC","NAC","Entisols","Entisols","Soil Drainage:  Wet",NA,908,"North America","Nearctic","Cfa","Subtropical humid forest",NA,"Pulliam_1993_came","Pulliam_1993_came",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",0,"0","NAC","0",NA,TRUE,18.875,1232,27.5,9.5,NA
"2368",2404,"Ogeechee-WFP","NAC","NAC",NA,"NAC","Georgia","USA",32.13,-81.42,"NAC","NAC",NA,19,NA,NA,1258,NA,"NAC","NAC","NAC","NAC","Entisols","Entisols","Soil Drainage:  Wet",NA,908,"North America","Nearctic","Cfa","Subtropical humid forest",NA,"Pulliam_1993_came","Pulliam_1993_came",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",0,"0","NAC","0",NA,TRUE,18.875,1232,27.5,9.5,NA
"2369",2408,"Pushchino-1","NAC","NAC",NA,"NAC","NAC","Russia",54.83,37.58,"NAC","NAC",NA,5.4,NA,NA,670,NA,"NAC","NAC","NAC","NAC","Humic luvisols","Humic luvisols","Soil Drainage:  Dry",NA,909,"Europe","Palearctic","Dfb","Temperate continental forest",NA,"Larionova_1998_srac","Larionova_1998_srac",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",0,"0","NAC","0",NA,TRUE,4.92083358764648,590,18.1000003814697,-8.5,NA
"2370",2409,"Yakutsk-IFS","NAC","NAC",NA,"NAC","NAC","Russia",62.22,129.17,"NAC","225",NA,-10,NA,NA,237,NA,"NAC","NAC","NAC","NAC","Sandy/loamy Spodosols","Sandy/loamy Spodosols","Soil Drainage:  Dry",NA,771,"Asia","Palearctic","Dfd","Boreal coniferous forest",NA,"Sawamoto_2000_sris","Sawamoto_2000_sris",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",0,"0","NAC","0",NA,TRUE,-10.4541664123535,261,17.5,-39.7999992370605,NA
"2371",2410,"Yakutsk-IFL","NAC","NAC",NA,"NAC","NAC","Russia",62.3,129.5,"NAC","225",NA,-10,NA,NA,237,NA,"NAC","NAC","NAC","NAC","Sandy/loamy Spodosols","Sandy/loamy Spodosols","Soil Drainage:  Dry",NA,771,"Asia","Palearctic","Dfd","Boreal coniferous forest",NA,"Sawamoto_2000_sris","Sawamoto_2000_sris",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",0,"0","NAC","0",NA,TRUE,-10.3916664123535,256,17.3999996185303,-39.5999984741211,NA
"2372",2411,"Yakutsk-SFS","NAC","NAC",NA,"NAC","NAC","Russia",62.22,129.17,"NAC","225",NA,-10,NA,NA,237,NA,"NAC","NAC","NAC","NAC","Sandy/loamy Spodosols","Sandy/loamy Spodosols","Soil Drainage:  Dry",NA,771,"Asia","Palearctic","Dfd","Boreal coniferous forest",NA,"Sawamoto_2000_sris","Sawamoto_2000_sris",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",0,"0","NAC","0",NA,TRUE,-10.4541664123535,261,17.5,-39.7999992370605,NA
"2373",2412,"Yakutsk-SFL","NAC","NAC",NA,"NAC","NAC","Russia",62.3,129.5,"NAC","225",NA,-10,NA,NA,237,NA,"NAC","NAC","NAC","NAC","Sandy/loamy Spodosols","Sandy/loamy Spodosols","Soil Drainage:  Dry",NA,771,"Asia","Palearctic","Dfd","Boreal coniferous forest",NA,"Sawamoto_2000_sris","Sawamoto_2000_sris",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",0,"0","NAC","0",NA,TRUE,-10.3916664123535,256,17.3999996185303,-39.5999984741211,NA
"2374",2413,"Ione Ameriflux","NAC","NAC",NA,"NAC","California","USA",38.43,-120.97,"NAC","177",NA,16.3,NA,NA,559,NA,"NAC","48","42","10","Lithic haploxerepts silt loam","Lithic haploxerepts silt loam, Bulk density =  1.64 g cm-3.","Soil Drainage:  Dry",NA,329,"North America","Nearctic","Csa","Subtropical mountain system",NA,"Tang_2003_asce","Tang_2003_asce",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",0,"0","NAC","0",NA,TRUE,16.1625003814697,648,25.2000007629395,7.59999990463257,NA
"2375",2414,"Chequamegon-NH1","NAC","NAC",NA,"NAC","Wisconsin","USA",45.8,-90.12,"NAC","NAC",NA,4.1,NA,NA,800,NA,"NAC","NAC","NAC","NAC","Sandy loam","Sandy loam","Soil Drainage:  Dry",NA,751,"North America","Nearctic","Dfb","Temperate continental forest",NA,"Bolstad_2004_cawr","Bolstad_2004_cawr",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",445,"1","NAC","0",NA,TRUE,4.34583330154419,817,18.6000003814697,-12.5,NA
"2376",2415,"Chequamegon-NH2","NAC","NAC",NA,"NAC","Wisconsin","USA",45.8,-90.12,"NAC","NAC",NA,4.1,NA,NA,800,NA,"NAC","NAC","NAC","NAC","Sandy loam","Sandy loam","Soil Drainage:  Dry",NA,751,"North America","Nearctic","Dfb","Temperate continental forest",NA,"Bolstad_2004_cawr","Bolstad_2004_cawr",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",445,"1","NAC","0",NA,TRUE,4.34583330154419,817,18.6000003814697,-12.5,NA
"2377",2416,"Chequamegon-NH3","NAC","NAC",NA,"NAC","Wisconsin","USA",45.8,-90.12,"NAC","NAC",NA,4.1,NA,NA,800,NA,"NAC","NAC","NAC","NAC","Sandy loam","Sandy loam","Soil Drainage:  Dry",NA,751,"North America","Nearctic","Dfb","Temperate continental forest",NA,"Bolstad_2004_cawr","Bolstad_2004_cawr",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",445,"1","NAC","0",NA,TRUE,4.34583330154419,817,18.6000003814697,-12.5,NA
"2378",2417,"Chequamegon-NH4","NAC","NAC",NA,"NAC","Wisconsin","USA",45.8,-90.12,"NAC","NAC",NA,4.1,NA,NA,800,NA,"NAC","NAC","NAC","NAC","Sandy loam","Sandy loam","Soil Drainage:  Dry",NA,751,"North America","Nearctic","Dfb","Temperate continental forest",NA,"Bolstad_2004_cawr","Bolstad_2004_cawr",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",445,"1","NAC","0",NA,TRUE,4.34583330154419,817,18.6000003814697,-12.5,NA
"2379",2418,"Chequamegon-MA1","NAC","NAC",NA,"NAC","Wisconsin","USA",45.8,-90.12,"NAC","NAC",NA,4.1,NA,NA,800,NA,"NAC","NAC","NAC","NAC","Sandy loam","Sandy loam","Soil Drainage:  Dry",NA,751,"North America","Nearctic","Dfb","Temperate continental forest",NA,"Bolstad_2004_cawr","Bolstad_2004_cawr",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",445,"1","NAC","0",NA,TRUE,4.34583330154419,817,18.6000003814697,-12.5,NA
"2380",2419,"Chequamegon-MA2","NAC","NAC",NA,"NAC","Wisconsin","USA",45.8,-90.12,"NAC","NAC",NA,4.1,NA,NA,800,NA,"NAC","NAC","NAC","NAC","Sandy loam","Sandy loam","Soil Drainage:  Dry",NA,751,"North America","Nearctic","Dfb","Temperate continental forest",NA,"Bolstad_2004_cawr","Bolstad_2004_cawr",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",445,"1","NAC","0",NA,TRUE,4.34583330154419,817,18.6000003814697,-12.5,NA
"2381",2420,"Chequamegon-IA1","NAC","NAC",NA,"NAC","Wisconsin","USA",45.8,-90.12,"NAC","NAC",NA,4.1,NA,NA,800,NA,"NAC","NAC","NAC","NAC","Sandy loam","Sandy loam","Soil Drainage:  Dry",NA,751,"North America","Nearctic","Dfb","Temperate continental forest",NA,"Bolstad_2004_cawr","Bolstad_2004_cawr",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",445,"1","NAC","0",NA,TRUE,4.34583330154419,817,18.6000003814697,-12.5,NA
"2382",2421,"Chequamegon-IA2","NAC","NAC",NA,"NAC","Wisconsin","USA",45.8,-90.12,"NAC","NAC",NA,4.1,NA,NA,800,NA,"NAC","NAC","NAC","NAC","Sandy loam","Sandy loam","Soil Drainage:  Dry",NA,751,"North America","Nearctic","Dfb","Temperate continental forest",NA,"Bolstad_2004_cawr","Bolstad_2004_cawr",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",445,"1","NAC","0",NA,TRUE,4.34583330154419,817,18.6000003814697,-12.5,NA
"2383",2422,"Chequamegon-NH","NAC","NAC",NA,"NAC","Wisconsin","USA",45.8,-90.12,"NAC","NAC",NA,4.1,NA,NA,800,NA,"NAC","NAC","NAC","NAC","Sandy loam","Sandy loam","Soil Drainage:  Dry",NA,751,"North America","Nearctic","Dfb","Temperate continental forest",NA,"Bolstad_2004_cawr","Bolstad_2004_cawr",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",445,"1","NAC","0",NA,TRUE,4.34583330154419,817,18.6000003814697,-12.5,NA
"2384",2423,"Chequamegon-MA","NAC","NAC",NA,"NAC","Wisconsin","USA",45.8,-90.12,"NAC","NAC",NA,4.1,NA,NA,800,NA,"NAC","NAC","NAC","NAC","Sandy loam","Sandy loam","Soil Drainage:  Dry",NA,751,"North America","Nearctic","Dfb","Temperate continental forest",NA,"Bolstad_2004_cawr","Bolstad_2004_cawr",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",445,"1","NAC","0",NA,TRUE,4.34583330154419,817,18.6000003814697,-12.5,NA
"2385",2424,"Chequamegon-IA","NAC","NAC",NA,"NAC","Wisconsin","USA",45.8,-90.12,"NAC","NAC",NA,4.1,NA,NA,800,NA,"NAC","NAC","NAC","NAC","Sandy loam","Sandy loam","Soil Drainage:  Dry",NA,751,"North America","Nearctic","Dfb","Temperate continental forest",NA,"Bolstad_2004_cawr","Bolstad_2004_cawr",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",445,"1","NAC","0",NA,TRUE,4.34583330154419,817,18.6000003814697,-12.5,NA
"2386",2425,"Yenisei-200ld","NAC","NAC",NA,"NAC","NAC","Russia",60.75,89.38,"NAC","NAC",NA,3.7,NA,NA,493,NA,"NAC","NAC","NAC","NAC","Inceptisol","Inceptisol","Soil Drainage:  Dry",NA,418,"Asia","Palearctic","Dfc","Boreal coniferous forest",NA,"Shibistova_2002_aerb","Shibistova_2002_aerb",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",0,"0","NAC","0",NA,TRUE,-2.79999995231628,576,18.7999992370605,-23.2999992370605,"MAT"
"2387",2426,"Maoershan ERS-Oak","NAC","NAC",NA,"NAC","NAC","China",45.37,127.53,"NAC","300",NA,2.8,NA,NA,700,NA,"NAC","NAC","NAC","NAC","Haplumbrepts or Eutroboralfs","Haplumbrepts or Eutroboralfs","Soil Drainage:  Dry",NA,405,"Asia","Palearctic","Dwb","Temperate continental forest",NA,"Wang_2006_sris","Wang_2006_sris",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",0,"0","NAC","0",NA,TRUE,3.125,586,21.6000003814697,-19,NA
"2388",2427,"Maoershan ERS-Aspen","NAC","NAC",NA,"NAC","NAC","China",45.37,127.53,"NAC","300",NA,2.8,NA,NA,700,NA,"NAC","NAC","NAC","NAC","Haplumbrepts or Eutroboralfs","Haplumbrepts or Eutroboralfs","Soil Drainage:  Dry",NA,405,"Asia","Palearctic","Dwb","Temperate continental forest",NA,"Wang_2006_sris","Wang_2006_sris",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",0,"0","NAC","0",NA,TRUE,3.125,586,21.6000003814697,-19,NA
"2389",2428,"Maoershan ERS-DecidMix","NAC","NAC",NA,"NAC","NAC","China",45.37,127.53,"NAC","300",NA,2.8,NA,NA,700,NA,"NAC","NAC","NAC","NAC","Haplumbrepts or Eutroboralfs","Haplumbrepts or Eutroboralfs","Soil Drainage:  Dry",NA,405,"Asia","Palearctic","Dwb","Temperate continental forest",NA,"Wang_2006_sris","Wang_2006_sris",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",0,"0","NAC","0",NA,TRUE,3.125,586,21.6000003814697,-19,NA
"2390",2429,"Maoershan ERS-Hardwood","NAC","NAC",NA,"NAC","NAC","China",45.37,127.53,"NAC","300",NA,2.8,NA,NA,700,NA,"NAC","NAC","NAC","NAC","Haplumbrepts or Eutroboralfs","Haplumbrepts or Eutroboralfs","Soil Drainage:  Dry",NA,405,"Asia","Palearctic","Dwb","Temperate continental forest",NA,"Wang_2006_sris","Wang_2006_sris",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",0,"0","NAC","0",NA,TRUE,3.125,586,21.6000003814697,-19,NA
"2391",2430,"Maoershan ERS-Pine","NAC","NAC",NA,"NAC","NAC","China",45.37,127.53,"NAC","300",NA,2.8,NA,NA,700,NA,"NAC","NAC","NAC","NAC","Haplumbrepts or Eutroboralfs","Haplumbrepts or Eutroboralfs","Soil Drainage:  Dry",NA,405,"Asia","Palearctic","Dwb","Temperate continental forest",NA,"Wang_2006_sris","Wang_2006_sris",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",0,"0","NAC","0",NA,TRUE,3.125,586,21.6000003814697,-19,NA
"2392",2431,"Maoershan ERS-Larch","NAC","NAC",NA,"NAC","NAC","China",45.37,127.53,"NAC","300",NA,2.8,NA,NA,700,NA,"NAC","NAC","NAC","NAC","Haplumbrepts or Eutroboralfs","Haplumbrepts or Eutroboralfs","Soil Drainage:  Dry",NA,405,"Asia","Palearctic","Dwb","Temperate continental forest",NA,"Wang_2006_sris","Wang_2006_sris",NA,NA,"Bond-Lamberty_2004_corr","R script: Bond-Lamberty",0,"0","NAC","0",NA,TRUE,3.125,586,21.6000003814697,-19,NA
